Partner Country,Reporting Country,Segment,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Russia,Finland,Cut Size,"46,376","46,368","46,401","46,359","46,343","46,501","46,233","46,296","46,974","45,428","46,487","49,006","40,792","49,662","56,564","53,481","61,574","73,361","81,402","33,991","36,048","44,944","64,118","73,228","70,871","39,456",15540,"41,956","32,317","29,938","34,737","32,331","32,335","33,134","32,600","32,690","32,808","32,699","32,732","32,746","32,726","32,735","32,736","32,732","32,734","32,734","32,734","32,734","32,734","32,734","32,734"
Russia,Finland,Folio,168,168,169,168,168,170,167,168,174,158,173,192,108,218,252,116,174,105,73,34,67,125,54,45,69,62,26.4,52,47,42,47,45,45,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Russia,Finland,Reels,"2,397","2,396","2,398","2,396","2,396","2,402","2,390","2,395","2,419","2,357","2,410","2,491","2,169","2,569","2,737","2,729","12,353","22,092","14,868","4,013","4,308","5,928","9,144","7,655","7,353","5,039",2359.2,"4,917","4,105","3,794","4,272","4,057","4,041","4,123","4,074","4,079","4,092","4,082","4,084","4,086","4,084","4,085","4,085","4,085","4,085","4,085","4,085","4,085","4,085","4,085","4,085"
Russia,Denmark,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Denmark,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Belgium,Cut Size,5,5,5,5,5,5,5,5,6,5,4,8,3,2,19,29,132,223,238,149,129,0,608,347,43,6,0,16,7,8,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Russia,Belgium,Folio,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,8,51,0,4,0,49,48,18,0,0,6,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Russia,Belgium,Reels,170,170,171,168,171,172,162,178,176,133,226,170,2,507,1,3,2,0,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Austria ,Cut Size,174,174,174,175,175,172,177,176,164,191,172,129,272,115,1,0,0,171,"2,403","3,589","4,078","5,259","7,566","8,819","8,613","5,167",3508.8,"5,763","4,813","4,695","5,090","4,866","4,884","4,947","4,899","4,910","4,918","4,909","4,912","4,913","4,912","4,912","4,912","4,912","4,912","4,912","4,912","4,912","4,912","4,912","4,912"
Russia,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,154,232,211,255,345,211,220.8,259,230,237,242,236,238,239,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
Russia,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,42,47,4,12,21,12,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Tajikistan,Sweden,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Italy,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,7,6,3,3,0,2,1,7,2.4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Tajikistan,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,130,179,340,164,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Finland,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Belgium,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,United Kingdom,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,27,36,27,30,31,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Turkmenistan,Sweden,Reels,10,10,10,10,10,10,11,10,10,12,9,11,15,0,16,0,0,0,0,0,0,0,0,0,0,324,0,108,144,84,112,113,103,109,109,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
Turkmenistan,Spain ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Portugal,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,63,84,49,65,66,60,64,63,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
Turkmenistan,Portugal,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,13,17,10,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Turkmenistan,Netherlands,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Netherlands,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1
Turkmenistan,Finland,Cut Size,13,13,13,13,13,13,12,13,14,11,13,19,0,19,40,39,3,46,105,59,89,181,36,68,0,0,88.8,30,39,53,41,44,46,44,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
Turkmenistan,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,186,60,0,0,20,7,9,12,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Turkmenistan,Finland,Reels,68,68,68,67,68,69,65,71,70,53,90,68,0,202,3,1,4,6,"2,715","1,621","2,157",832,272,83,"1,426",489,434.4,783,569,595,649,604,616,623,615,618,619,617,618,618,618,618,618,618,618,618,618,618,618,618,618
Turkmenistan,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,United Kingdom,Cut Size,26,26,26,26,26,26,27,26,24,31,23,18,52,0,0,0,86,492,882,987,154,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,United Kingdom,Folio,118,118,118,118,119,118,119,119,117,120,120,110,131,118,80,281,748,593,17,0,125,315,875,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,United Kingdom,Reels,7,7,7,7,7,7,7,8,7,6,9,7,2,19,0,11,0,19,4,19,0,0,108,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Switzerland,Folio,9,9,9,9,9,9,10,9,9,11,8,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Switzerland,Reels,418,418,418,418,419,417,420,420,411,428,421,383,481,400,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Sweden,Cut Size,"1,262","1,261","1,267","1,259","1,259","1,283","1,234","1,260","1,356","1,085","1,338","1,644",274,"2,096","2,562","3,644","6,189","7,476","5,494","1,956","3,630","5,392","2,767","1,600",696,271,141.6,370,261,257,296,271,275,281,276,277,278,277,277,277,277,277,277,277,277,277,277,277,277,277,277
Ukraine,Sweden,Folio,10,10,10,10,10,10,10,9,12,9,7,20,0,0,59,173,248,"1,212","1,662",3,14,126,203,96,57,76,48,60,61,57,59,59,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Ukraine,Sweden,Reels,458,455,459,458,448,472,455,418,542,406,305,914,0,0,"2,743",92,1,95,77,290,128,51,"1,137",55,121,86,62.4,90,79,77,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Ukraine,Spain ,Cut Size,27,27,27,27,27,27,26,27,27,25,28,28,20,34,31,0,44,88,104,11,41,0,6,0,0,0,24,8,11,14,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Ukraine,Spain ,Folio,17,17,17,17,17,16,17,17,16,17,18,13,20,20,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Spain ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,20,15,10,5,0,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Ukraine,Portugal,Cut Size,68,68,68,68,68,67,69,68,64,75,67,50,107,43,0,0,0,0,0,0,0,23,65,136,314,137,105.6,186,143,145,158,148,150,152,150,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
Ukraine,Portugal,Folio,102,102,102,101,102,103,99,106,103,87,127,95,39,248,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ukraine,Netherlands,Cut Size,237,237,237,237,238,236,237,241,230,240,253,197,269,293,30,35,36,88,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Netherlands,Folio,15,15,15,15,15,15,15,15,15,16,13,15,20,4,22,0,41,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Netherlands,Reels,32,32,32,32,32,31,33,32,30,37,29,23,58,5,7,31,64,63,53,59,41,6,30,24,46,51,24,40,38,34,38,37,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
Ukraine,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Italy,Folio,2,2,2,2,2,3,2,2,3,2,2,5,0,0,15,0,0,10,0,2,31,2,96,167,122,42,9.6,58,36,35,43,38,39,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Ukraine,Italy,Reels,104,104,104,104,104,104,104,105,102,107,105,95,120,99,65,20,0,17,94,30,77,126,48,27,1,7,0,3,3,2,3,3,2,3,3,2,3,3,2,3,2,2,3,2,2,3,2,2,3,2,3
Ukraine,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,127,36,0,6,289,214,345,461,158,39,14.4,70,41,42,51,45,46,47,46,47,47,46,47,47,47,47,47,47,47,47,47,47,47,47,47
Ukraine,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,594,773,480,251,"1,285",754,"1,050",406,230,768,1540.8,846,"1,052","1,146","1,015","1,071","1,077","1,054","1,067","1,066","1,063","1,066","1,065","1,064","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065"
Ukraine,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,107,207,134,282,293,441,"1,235",347,303,"1,051",1082.4,812,982,959,918,953,943,938,945,942,941,943,942,942,942,942,942,942,942,942,942,942,942,942,942
Ukraine,France ,Cut Size,221,221,221,220,221,222,217,224,226,201,244,233,127,371,200,205,101,247,188,110,152,134,72,94,335,122,489.6,316,309,371,332,337,347,339,341,342,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
Ukraine,France ,Folio,910,911,907,914,912,896,933,906,848,"1,046",824,673,"1,640",160,221,247,69,7,310,501,31,54,404,248,14,0,0,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Ukraine,France ,Reels,90,90,90,90,90,91,90,91,91,88,93,90,82,109,80,21,0,0,0,0,0,0,219,0,0,40,0,13,18,10,14,14,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Ukraine,Finland,Cut Size,"1,092","1,092","1,090","1,094","1,093","1,084","1,104","1,092","1,057","1,163","1,055",953,"1,482",728,649,"2,930","6,221","11,170","19,770","14,425","16,643","24,374","27,852","21,353","21,745","18,993",13329.6,"18,023","16,782","16,045","16,950","16,592","16,529","16,690","16,604","16,607","16,634","16,615","16,619","16,622","16,619","16,620","16,620","16,620","16,620","16,620","16,620","16,620","16,620","16,620","16,620"
Ukraine,Finland,Folio,20,20,20,20,20,21,20,18,24,18,13,40,0,0,121,0,0,0,0,0,0,0,0,0,0,10,52.8,21,28,34,28,30,30,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Ukraine,Finland,Reels,"3,048","3,043","3,054","3,047","3,027","3,086","3,028","2,968","3,264","2,852","2,787","4,151","1,618","2,593","8,242","7,301","7,517","16,777","19,924","9,638","17,689","15,780","21,058","21,444","23,142","23,413",5011.2,"17,189","15,204","12,468","14,954","14,209","13,877","14,346","14,144","14,122","14,204","14,157","14,161","14,174","14,164","14,166","14,168","14,166","14,167","14,167","14,167","14,167","14,167","14,167","14,167"
Ukraine,Denmark,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Denmark,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Belgium,Cut Size,3,3,3,3,3,4,3,3,4,3,2,7,0,0,20,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Belgium,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.4,65,86,115,89,97,100,95,97,98,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
Ukraine,Belgium,Reels,20,20,20,20,20,20,21,20,18,24,18,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Austria ,Cut Size,278,279,278,278,280,278,275,286,273,267,316,237,248,463,0,0,0,0,0,0,529,"1,070","2,126","2,208","1,092",907,566.4,855,776,733,788,766,762,772,766,767,768,767,767,768,767,768,768,768,768,768,768,768,768,768,768
Ukraine,Austria ,Folio,74,74,74,74,74,75,72,76,77,63,88,79,23,162,52,12,0,40,0,0,0,2,2,9,7,6,2.4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ukraine,Austria ,Reels,125,125,125,124,124,126,122,125,133,109,132,157,39,200,232,26,0,0,0,55,26,17,22,16,24,99,151.2,91,114,119,108,114,113,112,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113
Uzbekistan,United Kingdom,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,United Kingdom,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Switzerland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Sweden,Cut Size,62,62,62,62,62,63,60,63,66,51,72,73,9,134,76,259,430,563,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Sweden,Reels,876,877,880,873,877,890,851,891,928,734,"1,010","1,040",153,"1,838","1,129",840,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Netherlands,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Netherlands,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Netherlands,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Italy,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,209,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,France ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Finland,Cut Size,108,108,108,108,108,108,108,108,108,109,107,108,110,104,111,78,48,27,811,795,"1,018","1,965","1,974","1,504",876,255,254.4,462,324,347,377,349,358,361,356,358,359,358,358,358,358,358,358,358,358,358,358,358,358,358,358
Uzbekistan,Finland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,3,63,8,0,2.4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Uzbekistan,Finland,Reels,762,762,760,763,762,756,770,761,736,811,737,661,"1,036",512,436,636,"1,315",932,636,845,"1,300","1,253","2,756","2,618",948,"1,252",1070.4,"1,090","1,138","1,099","1,109","1,115","1,108","1,111","1,111","1,110","1,111","1,111","1,110","1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111"
Uzbekistan,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,15,20,11,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Uzbekistan,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Ukraine,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Ukraine,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,1,4,0,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2
Azerbaijan,Russia,Cut Size,486,485,487,485,484,493,478,482,517,434,495,623,184,679,"1,005",949,"1,847","2,649","2,743","3,063","3,832","4,194","3,731","4,120","3,632","3,102",4017.6,"3,584","3,568","3,723","3,625","3,639","3,662","3,642","3,648","3,651","3,647","3,648","3,649","3,648","3,648","3,648","3,648","3,648","3,648","3,648","3,648","3,648","3,648","3,648","3,648"
Azerbaijan,Russia,Folio,36,36,36,36,36,35,37,36,33,41,33,25,65,10,0,67,448,111,575,783,540,123,333,"1,121","1,079",719,2498.4,"1,432","1,550","1,827","1,603","1,660","1,697","1,653","1,670","1,673","1,665","1,669","1,669","1,668","1,669","1,669","1,669","1,669","1,669","1,669","1,669","1,669","1,669","1,669","1,669"
Azerbaijan,Russia,Reels,"1,820","1,819","1,821","1,820","1,817","1,825","1,818","1,809","1,847","1,799","1,783","1,958","1,656","1,734","2,483","2,499","3,125","3,788","4,330","4,425","4,398","5,303","4,309","3,889","4,632","6,912",4344,"5,296","5,517","5,052","5,289","5,286","5,209","5,261","5,252","5,241","5,251","5,248","5,247","5,249","5,248","5,248","5,248","5,248","5,248","5,248","5,248","5,248","5,248","5,248","5,248"
Azerbaijan,Kazakhstan,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Kazakhstan,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Georgia,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,24,0,24,16,13,18,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Azerbaijan,Georgia,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Belarus,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Ukraine,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Ukraine,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
